Mes,Precipitacion,Temp Min,Temp Max
11,0.00,13.50,25.00
10,0.00,12.00,27.00
4,0.00,13.00,32.00
12,0.00,7.00,24.50
5,0.00,14.00,30.50
2,0.00,9.50,28.00
11,0.00,9.50,27.00
5,2.10,13.00,29.00
7,0.01,13.00,26.00
4,0.00,12.00,26.00
1,0.00,6.00,26.00
6,8.00,14.50,23.00
12,0.00,5.50,22.00
10,0.00,3.50,23.50
9,1.60,13.00,24.50
1,0.00,6.00,24.50
4,0.00,11.00,30.50
6,18.00,14.50,28.00
6,5.60,14.50,28.50
1,0.00,4.00,22.00
4,0.00,14.00,32.00
4,0.00,12.50,31.00
3,1.40,6.50,24.00
4,0.00,11.00,30.50
8,3.70,12.50,23.00
1,0.00,6.00,19.50
2,0.00,5.50,29.00
10,0.70,11.50,26.00
9,0.00,12.00,25.00
4,0.00,10.00,28.00
12,0.00,11.00,23.00
6,0.50,14.50,26.50
6,0.00,14.50,29.50
10,0.00,5.50,26.00
5,0.00,13.50,27.50
6,15.00,14.50,25.00
10,0.01,15.00,25.50
10,0.00,12.00,24.50
5,0.00,13.50,29.00
8,8.30,13.00,26.00
11,0.00,5.50,24.00
10,0.00,8.00,28.00
1,0.00,6.00,24.00
9,0.00,14.00,26.50
3,0.00,11.50,30.00
10,0.00,14.00,24.00
1,0.00,8.00,24.50
6,0.01,16.00,26.00
5,0.40,12.00,27.00
11,0.00,10.00,22.00
6,11.60,14.50,25.50
10,0.00,9.50,25.00
8,3.50,14.00,24.50
9,3.60,16.00,23.00
11,0.00,9.00,25.00
2,0.00,9.00,27.00
4,0.01,14.00,30.00
4,0.00,11.00,29.50
2,0.00,9.50,25.50
2,0.00,8.00,25.00
9,8.80,13.50,19.00
1,0.00,9.50,26.00
11,0.00,11.00,26.00
11,0.00,10.00,24.50
9,0.00,13.00,23.00
6,0.00,13.00,24.00
4,0.00,11.50,27.00
12,0.00,8.00,26.00
11,1.20,10.00,27.00
10,1.30,12.00,24.50
7,2.00,13.50,23.00
5,0.00,13.00,33.00
10,0.00,11.00,25.00
1,0.00,5.00,22.00
11,7.60,13.00,24.00
10,0.00,13.00,23.00
3,0.30,10.00,25.00
4,0.00,13.50,29.00
12,0.00,8.00,22.00
5,0.00,14.00,32.00
2,0.00,6.50,27.00
7,4.50,14.00,26.00
10,0.00,14.00,25.00
11,0.00,6.00,25.00
5,4.00,12.00,30.50
5,0.00,8.00,25.50
5,0.00,14.50,33.00
11,0.00,10.50,24.00
5,0.00,13.50,31.50
11,0.00,9.00,24.50
4,1.50,11.50,29.50
5,6.50,14.00,31.00
7,8.00,13.50,26.00
1,0.00,7.50,25.50
7,1.80,13.00,21.50
10,0.00,3.50,24.00
4,1.00,10.00,29.50
9,0.00,13.50,25.50
10,18.50,13.50,27.00
9,0.00,14.50,27.50
3,0.00,5.00,25.00
8,0.00,12.00,26.50
2,0.00,6.00,27.50
2,0.00,9.00,29.00
9,0.00,13.00,28.50
5,10.50,14.00,26.00
1,0.00,4.00,26.00
11,0.00,9.00,24.00
11,0.00,10.00,21.00
4,40.20,10.50,26.00
4,0.00,12.50,27.00
2,0.00,11.00,20.00
4,0.00,15.50,31.50
1,6.50,11.00,22.50
10,0.00,8.00,22.00
7,4.50,13.50,24.50
3,0.00,12.50,32.00
12,0.00,3.50,25.00
2,0.00,4.00,26.00
1,0.00,7.00,25.00
9,1.00,14.50,22.00
2,0.50,7.00,25.50
9,0.00,11.00,26.50
7,1.20,12.50,24.50
5,10.20,13.50,29.00
6,14.40,14.00,27.00
5,0.00,13.50,30.50
12,0.00,7.50,26.00
7,0.50,11.00,25.00
7,0.00,13.00,28.50
3,0.00,10.50,22.50
9,0.00,13.50,26.50
3,0.00,9.50,28.50
10,0.00,11.00,28.00
10,0.00,5.50,25.50
5,1.80,13.00,18.50
2,0.00,7.00,18.00
7,9.50,12.00,24.00
4,0.00,13.50,28.00
9,9.00,14.00,23.00
3,0.00,9.50,28.00
1,0.00,6.00,25.50
5,0.00,13.00,30.00
7,12.40,14.00,25.50
2,0.00,5.50,23.50
2,0.00,6.50,16.50
4,6.00,11.00,29.00
3,0.00,11.00,26.00
10,0.00,12.50,27.00
1,0.00,6.00,25.00
9,1.20,14.50,24.00
9,0.00,13.00,24.00
3,0.00,9.50,26.50
11,0.00,10.00,26.00
2,0.00,10.50,21.00
3,0.00,9.50,27.50
2,0.00,9.00,27.00
1,0.00,8.50,22.00
3,0.00,7.00,29.50
2,0.00,3.00,26.50
9,18.00,13.00,25.00
4,0.00,12.00,24.00
10,0.00,13.50,22.00
10,0.00,6.00,21.50
11,0.00,10.50,20.50
5,0.00,10.50,30.00
3,20.00,9.00,19.00
5,0.00,16.00,28.50
3,0.00,12.00,29.00
2,0.00,6.00,26.00
7,3.00,14.50,23.00
6,9.10,14.00,26.00
1,0.00,8.00,20.00
8,0.00,12.00,26.00
5,0.00,8.00,21.50
7,0.00,14.50,25.50
7,11.50,13.50,22.00
4,0.00,11.00,31.00
2,0.00,10.00,27.00
4,0.00,13.50,31.00
1,0.00,6.00,26.00
8,1.40,15.00,26.00
12,0.00,4.50,22.00
5,0.00,13.00,24.00
10,0.30,13.00,20.00
1,0.00,10.00,25.00
11,0.00,5.00,19.50
12,0.00,8.50,26.00
4,0.00,11.50,28.50
2,0.00,8.50,26.50
11,0.00,4.50,26.00
12,0.00,6.00,25.00
2,0.00,4.00,23.50
10,0.00,13.50,27.00
1,0.00,5.50,26.00
4,0.00,13.00,30.50
11,0.00,11.00,23.00
8,1.00,13.50,18.50
3,0.00,10.50,29.50
10,0.00,12.00,27.00
1,0.00,7.00,24.00
2,0.70,8.00,20.00
12,0.00,4.50,27.00
7,0.00,13.50,26.00
7,6.40,6.50,23.00
7,2.00,12.50,27.00
5,0.00,11.00,27.50
9,3.00,14.50,25.00
5,3.50,13.00,29.00
11,0.00,5.00,21.00
7,48.50,13.50,25.00
8,0.00,14.00,25.50
12,0.00,3.00,25.50
3,0.00,8.00,28.00
1,0.00,5.50,23.00
6,4.50,14.50,25.00
11,0.00,9.50,26.00
12,0.00,6.00,25.00
9,0.00,15.00,26.00
2,0.50,8.50,21.50
8,3.50,11.00,26.00
11,0.00,9.50,24.00
2,0.01,10.00,26.50
12,0.00,8.50,20.00
4,0.00,12.00,23.50
11,0.00,11.50,27.00
6,0.00,10.00,28.50
2,0.30,12.50,20.50
11,0.00,10.00,26.00
6,23.00,15.50,29.50
2,0.00,6.00,27.50
1,0.00,4.50,24.50
3,11.50,11.00,28.00
9,0.00,12.00,27.00
8,10.00,14.00,27.00
3,0.00,12.00,27.00
10,1.00,13.50,26.00
9,9.70,14.50,25.00
10,0.00,5.50,26.50
12,8.50,9.00,23.00
6,0.50,13.00,28.50
9,6.50,15.00,19.00
7,0.00,12.50,26.00
4,0.00,11.50,31.50
6,6.40,11.50,24.00
6,8.50,13.50,26.50
7,1.10,12.00,27.00
6,0.20,14.00,21.50
1,0.00,8.00,26.00
12,0.00,8.00,19.50
2,0.00,8.00,28.00
8,8.00,14.00,24.00
1,0.00,5.00,22.00
3,0.00,10.00,27.00
10,0.00,8.50,29.00
7,0.01,13.00,24.00
12,0.00,5.50,22.00
11,0.00,6.00,24.50
7,0.00,14.00,24.00
8,1.00,13.50,21.00
9,0.00,15.00,29.00
12,0.00,8.50,24.50
7,0.30,12.00,21.00
12,0.00,9.50,21.00
11,0.00,10.00,26.00
1,6.10,7.00,23.00
2,0.00,4.00,25.50
1,0.00,9.00,19.00
2,5.10,8.50,19.50
4,0.00,14.00,28.00
12,0.00,5.00,22.00
2,0.00,9.50,28.00
7,0.00,10.00,25.00
3,0.00,9.50,23.00
5,3.00,13.50,31.00
6,0.01,15.00,26.50
1,0.00,6.00,26.50
9,0.00,12.50,25.00
5,0.00,12.00,26.00
7,0.00,11.00,25.00
3,0.00,8.00,27.50
3,0.00,1.00,25.00
11,0.00,6.00,28.00
3,0.00,8.50,28.50
1,0.00,7.00,23.00
2,0.00,6.00,28.50
12,0.00,6.00,24.00
8,0.01,14.50,27.00
9,55.00,14.50,25.00
2,0.00,6.00,27.00
2,0.00,9.00,29.00
9,39.10,14.00,22.50
1,0.00,5.00,17.50
11,0.00,7.00,24.00
2,0.00,3.50,23.50
7,0.00,12.50,27.00
9,0.00,16.00,25.50
9,44.50,12.00,25.50
10,0.00,3.00,23.00
3,0.00,11.50,27.00
7,7.30,11.00,19.00
4,7.70,13.50,26.50
4,0.00,12.00,28.00
2,1.60,3.50,27.00
4,0.00,12.00,27.50
7,1.00,13.00,28.00
3,0.00,12.50,30.50
7,16.90,12.00,24.00
5,0.00,15.00,30.00
6,0.00,11.00,28.00
9,9.00,13.50,18.00
2,0.00,11.50,26.00
1,0.00,4.50,25.00
4,0.00,12.00,32.00
12,0.00,4.00,22.00
3,0.00,12.00,30.50
3,0.00,8.00,26.50
2,0.00,11.00,23.50
4,0.00,11.00,30.00
1,0.00,4.00,23.50
12,0.00,10.00,23.00
12,3.10,6.00,24.00
2,0.00,8.50,22.00
5,5.80,13.50,29.50
1,0.00,5.00,25.00
12,0.00,7.50,22.00
1,0.00,6.00,24.00
7,5.50,14.00,24.00
8,4.10,14.00,24.00
12,0.00,8.00,23.50
6,0.00,14.00,24.00
3,0.00,11.00,25.00
9,2.10,12.00,26.00
4,0.00,11.00,27.00
10,0.00,7.00,28.00
3,0.00,13.00,31.00
1,0.00,9.00,22.50
2,0.00,8.00,27.00
9,0.00,15.00,23.00
2,0.00,7.00,24.50
5,0.00,13.00,33.00
10,0.00,14.00,24.50
4,0.00,10.50,28.00
6,0.00,13.00,25.50
1,0.00,7.00,26.00
5,0.40,13.00,30.50
4,0.00,11.50,28.00
9,0.00,11.00,27.00
12,0.00,7.00,25.50
5,1.00,13.00,20.00
10,18.70,14.00,22.50
2,0.00,10.50,30.00
1,0.00,7.00,24.00
10,0.00,12.00,22.00
11,0.00,9.00,27.50
8,0.00,14.00,26.00
3,0.00,9.00,29.00
8,0.30,14.50,27.50
11,15.50,5.00,9.00
5,0.00,12.00,28.50
10,0.00,10.00,28.50
12,0.00,12.00,24.00
9,2.50,15.00,26.00
3,0.00,11.50,29.00
1,0.00,4.00,21.50
4,0.00,11.00,31.00
4,0.50,12.50,29.00
5,0.50,13.00,27.00
4,0.60,12.00,29.00
4,0.00,11.00,32.00
3,0.00,6.50,25.50
5,1.00,13.50,29.00
1,2.00,6.50,16.50
5,0.00,14.00,29.00
11,0.00,11.50,26.00
10,11.50,13.50,23.00
10,2.30,13.00,24.00
9,0.00,12.50,23.00
6,0.00,11.00,31.00
2,0.00,6.00,23.50
9,22.50,13.50,25.50
3,2.10,10.00,30.00
8,4.00,14.00,23.00
10,9.00,11.00,25.00
12,0.00,5.00,23.00
2,0.00,7.50,17.00
10,0.01,12.00,24.50
12,0.00,8.00,23.00
12,0.00,5.50,23.00
5,0.00,8.00,25.50
2,0.00,7.50,25.00
4,0.00,11.50,31.00
11,0.00,10.00,22.00
4,0.00,12.00,28.00
8,0.00,13.00,25.50
5,0.00,14.00,29.00
4,0.00,10.50,28.00
1,0.00,5.50,24.00
1,0.00,6.00,23.50
5,0.00,12.00,22.00
3,0.90,9.00,27.00
2,0.00,9.00,29.00
8,2.30,13.00,27.50
11,0.00,9.00,24.00
10,0.00,11.00,23.50
7,1.50,13.00,26.00
9,0.00,14.00,26.00
9,0.00,14.00,25.00
5,0.00,13.00,29.00
1,0.00,8.50,22.00
1,0.00,8.00,20.50
2,0.00,9.00,29.50
11,0.00,13.00,26.00
10,15.40,13.00,25.50
5,6.10,13.50,30.00
4,0.00,13.00,29.00
7,0.00,13.50,25.00
4,0.00,12.00,31.50
7,2.00,11.00,27.00
2,0.00,9.00,26.50
10,0.00,10.00,25.00
3,0.00,9.00,24.50
1,0.00,5.00,25.50
5,0.00,13.50,29.50
7,0.00,13.50,25.50
2,0.00,10.00,20.00
7,6.40,14.00,27.00
11,0.00,7.50,23.00
12,0.00,5.00,22.00
7,12.90,13.00,22.00
8,27.50,13.00,24.00
5,0.00,12.50,20.00
6,0.00,13.00,23.50
12,0.00,8.00,24.00
10,0.00,10.50,28.00
5,0.00,13.00,30.00
4,9.00,13.00,31.00
1,0.00,6.00,25.50
2,0.00,6.00,27.00
6,21.50,13.50,25.50
1,0.00,3.50,19.50
2,0.00,9.00,26.00
4,0.00,10.00,29.00
5,0.00,12.50,30.00
8,10.10,13.50,23.50
3,0.00,9.00,27.50
11,0.00,3.00,21.00
4,0.00,10.00,29.00
3,0.00,9.50,25.00
1,0.00,6.00,23.00
9,0.01,13.00,23.00
1,0.00,3.00,24.00
1,0.00,6.50,27.00
6,8.70,11.00,24.50
1,0.00,6.00,24.00
9,9.80,14.00,26.00
10,0.00,9.00,27.50
4,0.00,15.00,30.00
11,3.20,13.50,20.50
6,0.00,14.00,26.00
10,0.00,6.00,25.50
3,0.00,9.00,26.00
10,0.00,13.00,23.50
9,0.00,14.00,24.00
7,0.00,13.50,26.50
12,0.00,3.00,23.00
11,0.00,11.00,27.00
5,0.00,12.00,29.50
9,4.90,14.50,25.50
10,0.00,11.00,25.00
1,0.00,5.50,24.00
12,0.00,-1.00,23.00
7,0.00,13.00,29.00
2,0.00,4.00,25.50
9,1.20,15.50,25.00
9,0.00,11.00,27.00
5,0.00,14.00,27.00
5,11.80,11.00,26.50
5,6.30,14.50,23.50
6,31.00,13.50,26.00
4,0.00,8.50,31.00
12,0.00,1.00,23.50
12,0.00,5.00,25.00
6,0.00,11.00,23.50
11,0.00,11.00,27.00
1,0.00,6.50,24.00
1,0.00,8.00,27.00
2,0.00,5.00,17.00
2,0.00,9.00,28.50
2,0.00,4.00,27.00
11,0.00,11.50,26.00
7,0.50,13.00,26.00
12,0.00,8.00,27.00
2,0.00,12.00,27.00
7,0.00,13.00,26.00
4,0.00,11.50,30.00
5,0.00,13.00,28.00
12,0.00,7.00,26.50
5,2.80,13.50,31.00
1,0.00,6.50,23.00
9,0.00,13.00,27.00
5,0.00,15.00,30.00
11,0.50,9.00,22.00
11,0.00,4.50,23.00
6,0.00,11.50,26.00
1,0.00,9.00,22.00
8,3.00,13.50,27.00
9,0.00,14.00,26.00
2,0.00,8.00,26.00
4,0.00,13.00,29.00
5,0.00,13.50,30.50
7,12.00,13.00,25.00
7,0.00,12.00,26.00
4,0.00,12.50,26.00
3,0.00,12.00,29.00
5,0.00,10.00,26.00
9,0.00,14.00,25.00
8,4.10,13.50,24.00
10,0.00,11.00,26.00
11,0.00,11.00,27.00
6,0.00,13.00,29.00
3,1.00,9.50,28.50
10,0.00,12.50,27.50
6,22.00,14.50,25.00
5,7.00,13.00,24.00
9,10.20,13.00,26.50
6,1.00,13.50,31.00
5,0.00,13.00,30.50
7,0.00,11.00,22.00
8,0.00,11.50,27.00
7,0.00,11.00,26.50
5,0.50,14.00,30.50
4,0.00,13.50,30.50
9,1.00,6.00,18.00
12,0.00,6.00,25.00
9,0.00,13.50,24.00
9,0.01,13.50,27.00
11,0.00,12.00,24.00
6,0.00,14.50,29.50
10,11.50,13.00,23.00
1,0.00,5.00,22.00
7,24.70,11.00,24.00
3,0.00,10.00,28.00
6,35.00,15.00,23.00
7,0.00,11.50,26.00
12,0.00,5.00,23.00
9,9.30,13.50,19.00
5,13.30,13.50,24.00
5,0.00,13.50,28.00
4,0.00,11.00,26.00
3,0.00,19.00,27.50
9,0.30,14.50,20.00
5,0.00,14.50,30.50
7,31.10,15.00,25.50
4,0.00,6.00,30.00
7,1.20,11.00,25.00
11,0.00,8.00,26.50
3,0.00,10.00,28.50
6,0.00,13.00,23.00
2,0.00,11.50,24.00
2,0.00,9.00,28.00
9,0.70,11.00,25.50
9,0.00,8.00,27.00
7,3.50,12.50,26.50
4,0.60,11.00,26.50
4,10.00,10.00,27.00
10,0.40,12.50,24.50
10,7.30,14.50,26.00
6,10.90,12.00,27.00
11,0.00,8.00,27.00
3,0.00,11.00,28.50
4,0.00,5.50,28.50
11,0.00,10.00,24.00
11,0.00,10.00,27.50
5,5.00,14.00,28.50
3,0.00,12.00,29.00
7,0.00,12.50,26.50
12,0.00,6.50,23.00
11,0.00,13.00,21.00
4,0.00,12.50,30.00
5,0.01,12.00,26.50
7,0.00,12.50,27.50
4,0.00,12.00,25.00
12,0.00,7.50,25.00
6,4.50,14.00,26.00
1,0.00,8.00,26.50
3,1.70,9.50,26.50
7,0.00,12.50,25.00
8,9.00,13.00,23.00
10,0.00,13.50,26.00
2,0.00,6.00,26.50
3,0.00,9.50,24.00
10,0.00,12.50,26.00
10,0.00,12.00,22.50
5,0.00,13.00,33.50
8,0.00,13.00,25.50
1,0.00,4.00,23.50
6,0.00,13.50,27.00
6,1.80,13.00,26.00
6,0.00,14.00,29.50
2,0.00,6.00,26.00
2,0.00,8.00,28.00
12,0.00,9.00,29.50
2,0.00,9.00,29.00
7,0.00,13.00,27.00
6,0.00,11.00,28.00
3,0.00,9.50,24.00
12,0.00,5.00,24.00
8,16.00,12.50,26.00
1,0.00,9.50,25.50
12,0.00,11.00,24.50
3,0.00,10.50,24.00
1,0.00,2.50,21.50
6,0.00,14.00,29.00
10,0.00,3.00,23.00
4,0.00,11.00,30.50
5,0.00,13.00,31.00
11,0.00,10.00,23.00
1,0.00,5.50,25.50
6,0.70,13.00,26.00
4,3.00,10.00,28.00
2,0.00,8.50,27.50
6,2.30,11.00,27.00
9,10.40,14.00,27.00
1,0.00,6.00,27.00
11,0.01,11.00,25.00
10,0.70,13.00,26.00
11,0.00,9.50,27.50
7,10.00,14.00,23.00
7,0.00,14.00,26.00
4,0.00,15.00,30.00
1,0.00,4.00,25.00
6,0.00,13.50,27.00
7,8.50,14.50,26.00
10,0.00,3.50,25.50
5,0.00,12.00,31.00
4,0.00,11.50,29.00
4,0.00,9.00,26.00
9,0.00,15.00,25.00
1,0.00,6.50,22.00
6,7.90,15.00,21.50
5,0.00,12.00,25.00
7,20.00,12.00,23.00
1,0.00,6.50,19.50
2,0.00,7.50,28.00
8,0.00,13.00,26.00
11,0.00,6.00,20.00
5,0.40,15.00,25.50
1,0.00,9.00,25.00
2,0.00,7.50,25.00
5,3.50,13.00,30.00
4,0.00,12.00,28.50
5,0.00,12.00,26.00
5,0.00,12.50,27.00
8,2.00,14.00,21.00
1,3.00,8.50,19.50
5,1.00,12.00,32.00
8,0.50,14.00,27.50
2,0.00,10.00,27.50
1,0.00,9.00,25.50
3,0.00,9.00,30.50
11,0.00,10.00,26.00
10,8.20,9.00,25.50
12,0.00,6.00,25.50
4,0.00,11.50,29.50
11,0.00,12.00,22.00
8,0.00,11.50,26.00
5,16.00,14.50,27.00
4,0.00,11.50,30.50
11,0.00,9.00,25.50
10,0.00,12.50,19.00
9,0.00,15.00,25.00
10,0.00,12.50,25.00
9,0.00,13.00,27.50
4,0.00,14.00,29.50
9,7.30,13.50,25.50
11,0.00,6.00,25.50
12,0.00,6.00,25.00
4,9.40,12.50,27.00
12,0.00,5.00,19.50
4,0.00,11.50,28.00
7,0.50,14.00,25.00
8,0.00,12.50,26.50
3,0.00,11.50,28.50
6,18.00,14.00,26.00
1,0.00,7.00,23.00
12,0.00,9.00,24.00
7,6.50,13.00,29.00
8,8.00,13.00,25.50
5,2.10,13.50,27.50
3,0.00,7.50,26.00
2,1.70,9.50,26.50
3,1.10,10.50,29.50
9,0.00,14.50,25.00
2,0.00,4.50,27.00
9,0.00,15.00,23.00
7,2.70,12.00,25.50
5,0.00,12.50,30.00
10,0.00,12.00,22.50
2,0.00,3.50,28.00
7,0.40,11.00,26.00
7,2.40,14.00,22.00
8,1.50,13.50,27.50
6,1.40,12.00,30.50
11,0.00,11.00,25.00
5,0.00,13.00,30.50
6,2.40,14.00,24.50
5,0.00,15.00,32.00
2,0.00,9.00,27.00
12,0.00,9.00,20.00
1,0.00,5.50,23.00
7,0.90,14.00,26.00
12,0.00,-0.50,18.00
10,0.00,6.50,29.00
4,0.00,8.50,27.00
5,0.00,12.50,34.00
1,0.00,7.00,25.50
8,1.60,13.00,24.00
4,0.00,12.00,30.00
12,0.00,5.00,25.00
5,0.00,13.50,30.00
2,0.00,7.00,26.50
9,0.00,14.50,24.50
12,0.00,6.00,19.00
12,0.00,5.00,19.50
11,0.00,6.50,22.50
8,0.30,16.00,26.00
1,0.00,6.00,22.00
2,0.00,6.50,27.00
4,0.00,8.50,30.50
4,0.00,9.00,28.00
2,0.00,8.00,29.00
6,0.00,13.00,28.50
2,0.00,9.00,23.50
4,0.00,11.00,26.00
8,0.00,11.00,27.00
10,0.00,11.50,22.50
11,0.00,7.00,25.00
10,0.00,13.00,22.00
3,0.00,9.00,28.00
12,0.00,7.00,26.00
3,0.00,12.00,30.50
1,0.00,8.00,24.50
8,0.00,12.50,27.50
8,2.90,12.00,25.00
5,0.00,8.50,27.00
4,0.00,13.50,29.00
1,0.00,3.00,22.00
9,6.00,12.50,23.50
6,0.00,13.00,30.00
6,37.00,14.50,25.00
9,9.30,12.00,22.00
1,0.00,7.50,25.50
8,0.01,13.00,24.00
7,0.00,13.50,26.00
2,0.00,6.00,28.00
9,0.00,13.50,24.50
12,0.00,17.50,22.00
