Fecha,Colonia,Precipitación,Temperatura Mínima,Temperatura Máxima,Inundación,Creación,Actualización
2012-04-07,Colonia object (1),0.00,8.50,27.00,0,2020-07-19 19:58:46+00:00,
2012-04-08,Colonia object (1),0.00,8.50,26.50,0,2020-07-19 19:58:46+00:00,
2012-04-09,Colonia object (1),0.00,10.50,26.00,0,2020-07-19 19:58:46+00:00,
2012-04-10,Colonia object (1),1.50,10.00,26.50,0,2020-07-19 19:58:46+00:00,
2012-04-11,Colonia object (1),24.00,10.00,26.00,1,2020-07-19 19:58:46+00:00,
2012-04-12,Colonia object (1),0.00,13.00,27.50,0,2020-07-19 19:58:46+00:00,
2012-04-13,Colonia object (1),0.00,12.00,27.50,0,2020-07-19 19:58:46+00:00,
2012-04-14,Colonia object (1),0.00,9.50,27.00,0,2020-07-19 19:58:46+00:00,
2012-04-15,Colonia object (1),0.00,10.00,27.00,0,2020-07-19 19:58:46+00:00,
2012-04-16,Colonia object (1),0.00,10.00,28.00,0,2020-07-19 19:58:46+00:00,
2012-04-17,Colonia object (1),6.00,10.50,25.50,0,2020-07-19 19:58:46+00:00,
2012-04-18,Colonia object (1),0.70,9.50,25.50,0,2020-07-19 19:58:46+00:00,
2012-04-19,Colonia object (1),0.50,10.00,25.50,0,2020-07-19 19:58:46+00:00,
2012-04-20,Colonia object (1),0.00,11.00,28.00,0,2020-07-19 19:58:46+00:00,
2012-04-21,Colonia object (1),0.00,9.00,26.00,0,2020-07-19 19:58:46+00:00,
2012-04-22,Colonia object (1),0.00,9.50,26.00,0,2020-07-19 19:58:46+00:00,
2012-04-23,Colonia object (1),0.00,6.50,25.50,0,2020-07-19 19:58:46+00:00,
2012-04-24,Colonia object (1),0.00,6.00,26.50,0,2020-07-19 19:58:46+00:00,
2012-04-25,Colonia object (1),0.00,6.00,27.50,0,2020-07-19 19:58:46+00:00,
2012-04-26,Colonia object (1),0.00,5.50,28.50,0,2020-07-19 19:58:46+00:00,
2012-04-27,Colonia object (1),0.00,6.00,30.00,0,2020-07-19 19:58:46+00:00,
2012-04-28,Colonia object (1),0.00,8.50,30.50,0,2020-07-19 19:58:46+00:00,
2012-04-29,Colonia object (1),0.00,10.50,30.50,0,2020-07-19 19:58:46+00:00,
2012-04-30,Colonia object (1),0.00,13.00,30.50,0,2020-07-19 19:58:46+00:00,
2012-05-01,Colonia object (1),0.00,12.50,30.50,0,2020-07-19 19:58:46+00:00,
2012-05-02,Colonia object (1),0.00,13.00,30.50,0,2020-07-19 19:58:46+00:00,
2012-05-03,Colonia object (1),0.00,13.50,31.50,0,2020-07-19 19:58:46+00:00,
2012-05-04,Colonia object (1),0.00,13.00,30.50,0,2020-07-19 19:58:46+00:00,
2012-05-05,Colonia object (1),1.00,14.00,29.50,0,2020-07-19 19:58:46+00:00,
2012-05-06,Colonia object (1),0.00,11.00,28.00,0,2020-07-19 19:58:46+00:00,
2012-05-07,Colonia object (1),1.00,12.00,32.00,0,2020-07-19 19:58:46+00:00,
2012-05-08,Colonia object (1),1.50,12.00,27.50,0,2020-07-19 19:58:46+00:00,
2012-05-09,Colonia object (1),8.50,15.50,26.00,0,2020-07-19 19:58:46+00:00,
2012-05-10,Colonia object (1),0.00,14.00,25.50,0,2020-07-19 19:58:46+00:00,
2012-05-11,Colonia object (1),0.00,14.00,27.00,0,2020-07-19 19:58:46+00:00,
2012-05-12,Colonia object (1),2.50,12.50,27.50,1,2020-07-19 19:58:46+00:00,
2012-05-13,Colonia object (1),0.00,8.00,21.50,0,2020-07-19 19:58:46+00:00,
2012-05-14,Colonia object (1),0.00,13.00,26.00,0,2020-07-19 19:58:46+00:00,
2012-05-15,Colonia object (1),0.00,12.50,27.00,0,2020-07-19 19:58:46+00:00,
2012-05-16,Colonia object (1),13.40,12.00,27.00,0,2020-07-19 19:58:46+00:00,
2012-05-17,Colonia object (1),0.00,13.50,24.00,0,2020-07-19 19:58:46+00:00,
2012-05-18,Colonia object (1),0.00,12.00,27.00,0,2020-07-19 19:58:46+00:00,
2012-05-19,Colonia object (1),0.00,10.00,28.50,0,2020-07-19 19:58:46+00:00,
2012-05-20,Colonia object (1),0.00,9.50,27.00,0,2020-07-19 19:58:46+00:00,
2012-05-21,Colonia object (1),0.00,10.00,26.00,0,2020-07-19 19:58:46+00:00,
2012-05-22,Colonia object (1),0.00,11.00,27.00,0,2020-07-19 19:58:46+00:00,
2012-05-23,Colonia object (1),0.00,11.50,29.50,0,2020-07-19 19:58:46+00:00,
2012-05-24,Colonia object (1),0.30,12.50,29.50,0,2020-07-19 19:58:47+00:00,
2012-05-25,Colonia object (1),0.00,13.50,30.50,0,2020-07-19 19:58:47+00:00,
2012-05-26,Colonia object (1),0.00,12.00,30.00,0,2020-07-19 19:58:47+00:00,
2012-05-27,Colonia object (1),0.00,12.00,30.00,0,2020-07-19 19:58:47+00:00,
2012-05-28,Colonia object (1),0.00,13.00,29.50,0,2020-07-19 19:58:47+00:00,
2012-05-29,Colonia object (1),0.00,12.00,30.50,0,2020-07-19 19:58:47+00:00,
2012-05-30,Colonia object (1),0.00,9.00,30.50,0,2020-07-19 19:58:47+00:00,
2012-05-31,Colonia object (1),0.00,16.50,32.50,0,2020-07-19 19:58:47+00:00,
2012-06-01,Colonia object (1),9.80,15.00,31.00,0,2020-07-19 19:58:47+00:00,
2012-06-02,Colonia object (1),0.60,13.00,28.00,0,2020-07-19 19:58:47+00:00,
2012-06-03,Colonia object (1),0.00,12.50,26.00,0,2020-07-19 19:58:47+00:00,
2012-06-04,Colonia object (1),2.30,11.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-06-05,Colonia object (1),0.70,12.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-06-06,Colonia object (1),0.50,13.00,28.50,0,2020-07-19 19:58:47+00:00,
2012-06-07,Colonia object (1),0.00,13.00,29.00,0,2020-07-19 19:58:47+00:00,
2012-06-08,Colonia object (1),0.00,13.00,28.00,0,2020-07-19 19:58:47+00:00,
2012-06-09,Colonia object (1),0.00,13.00,30.00,0,2020-07-19 19:58:47+00:00,
2012-06-10,Colonia object (1),0.00,12.00,31.00,0,2020-07-19 19:58:47+00:00,
2012-06-11,Colonia object (1),0.30,11.00,30.50,0,2020-07-19 19:58:47+00:00,
2012-06-12,Colonia object (1),1.40,12.00,30.50,0,2020-07-19 19:58:47+00:00,
2012-06-13,Colonia object (1),2.20,12.50,28.50,0,2020-07-19 19:58:47+00:00,
2012-06-14,Colonia object (1),0.00,13.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-06-15,Colonia object (1),0.30,13.00,29.00,0,2020-07-19 19:58:47+00:00,
2012-06-16,Colonia object (1),6.10,13.00,20.00,0,2020-07-19 19:58:47+00:00,
2012-06-17,Colonia object (1),10.40,14.00,20.00,0,2020-07-19 19:58:47+00:00,
2012-06-18,Colonia object (1),1.00,14.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-06-19,Colonia object (1),18.00,14.50,28.00,0,2020-07-19 19:58:47+00:00,
2012-06-20,Colonia object (1),4.50,14.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-06-21,Colonia object (1),0.20,14.00,21.50,0,2020-07-19 19:58:47+00:00,
2012-06-22,Colonia object (1),24.40,13.00,25.00,1,2020-07-19 19:58:47+00:00,
2012-06-23,Colonia object (1),0.00,13.00,24.50,0,2020-07-19 19:58:47+00:00,
2012-06-24,Colonia object (1),8.70,15.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-06-25,Colonia object (1),0.00,12.00,25.50,0,2020-07-19 19:58:47+00:00,
2012-06-26,Colonia object (1),0.30,13.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-06-27,Colonia object (1),0.00,13.00,24.00,0,2020-07-19 19:58:47+00:00,
2012-06-28,Colonia object (1),7.00,15.00,22.00,0,2020-07-19 19:58:47+00:00,
2012-06-29,Colonia object (1),0.00,14.00,26.50,0,2020-07-19 19:58:47+00:00,
2012-06-30,Colonia object (1),2.40,14.00,24.50,1,2020-07-19 19:58:47+00:00,
2012-07-01,Colonia object (1),0.50,14.00,25.00,0,2020-07-19 19:58:47+00:00,
2012-07-02,Colonia object (1),9.50,14.00,25.00,1,2020-07-19 19:58:47+00:00,
2012-07-03,Colonia object (1),0.50,12.00,25.00,0,2020-07-19 19:58:47+00:00,
2012-07-04,Colonia object (1),7.30,11.00,19.00,0,2020-07-19 19:58:47+00:00,
2012-07-05,Colonia object (1),5.00,11.00,24.00,0,2020-07-19 19:58:47+00:00,
2012-07-06,Colonia object (1),10.30,11.00,25.00,1,2020-07-19 19:58:47+00:00,
2012-07-07,Colonia object (1),0.00,11.00,25.00,0,2020-07-19 19:58:47+00:00,
2012-07-08,Colonia object (1),0.30,11.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-07-09,Colonia object (1),6.40,14.00,27.00,1,2020-07-19 19:58:47+00:00,
2012-07-10,Colonia object (1),1.00,14.50,22.50,0,2020-07-19 19:58:47+00:00,
2012-07-11,Colonia object (1),0.00,13.00,25.00,0,2020-07-19 19:58:47+00:00,
2012-07-12,Colonia object (1),1.00,13.00,25.00,0,2020-07-19 19:58:47+00:00,
2012-07-13,Colonia object (1),15.50,14.50,23.00,1,2020-07-19 19:58:47+00:00,
2012-07-14,Colonia object (1),39.10,14.00,20.00,1,2020-07-19 19:58:47+00:00,
2012-07-15,Colonia object (1),7.50,13.00,22.00,0,2020-07-19 19:58:47+00:00,
2012-07-16,Colonia object (1),13.00,12.50,25.00,0,2020-07-19 19:58:47+00:00,
2012-07-17,Colonia object (1),20.00,12.00,23.00,1,2020-07-19 19:58:47+00:00,
2012-07-18,Colonia object (1),0.70,12.00,21.50,0,2020-07-19 19:58:47+00:00,
2012-07-19,Colonia object (1),2.00,13.00,23.50,1,2020-07-19 19:58:47+00:00,
2012-07-20,Colonia object (1),0.20,13.00,22.50,0,2020-07-19 19:58:47+00:00,
2012-07-21,Colonia object (1),0.00,12.00,25.00,0,2020-07-19 19:58:47+00:00,
2012-07-22,Colonia object (1),14.20,12.50,25.00,0,2020-07-19 19:58:47+00:00,
2012-07-23,Colonia object (1),0.00,12.50,24.00,0,2020-07-19 19:58:47+00:00,
2012-07-24,Colonia object (1),1.50,13.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-07-25,Colonia object (1),0.00,13.00,23.50,0,2020-07-19 19:58:47+00:00,
2012-07-26,Colonia object (1),4.50,14.00,25.00,1,2020-07-19 19:58:47+00:00,
2012-07-27,Colonia object (1),0.90,14.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-07-28,Colonia object (1),17.00,12.00,25.50,1,2020-07-19 19:58:47+00:00,
2012-07-29,Colonia object (1),2.40,11.00,24.00,0,2020-07-19 19:58:47+00:00,
2012-07-30,Colonia object (1),0.00,11.50,26.00,0,2020-07-19 19:58:47+00:00,
2012-07-31,Colonia object (1),0.00,12.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-08-01,Colonia object (1),0.00,12.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-08-02,Colonia object (1),0.00,12.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-08-03,Colonia object (1),7.80,12.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-08-04,Colonia object (1),3.40,14.00,26.50,1,2020-07-19 19:58:47+00:00,
2012-08-05,Colonia object (1),0.00,14.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-08-06,Colonia object (1),0.00,12.00,26.50,0,2020-07-19 19:58:47+00:00,
2012-08-07,Colonia object (1),4.20,13.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-08-08,Colonia object (1),0.00,14.00,28.00,0,2020-07-19 19:58:47+00:00,
2012-08-09,Colonia object (1),13.00,13.00,27.50,0,2020-07-19 19:58:47+00:00,
2012-08-10,Colonia object (1),5.00,12.50,22.00,1,2020-07-19 19:58:47+00:00,
2012-08-11,Colonia object (1),4.00,14.50,22.00,1,2020-07-19 19:58:47+00:00,
2012-08-12,Colonia object (1),0.00,14.00,21.00,0,2020-07-19 19:58:47+00:00,
2012-08-13,Colonia object (1),17.10,14.00,22.00,0,2020-07-19 19:58:47+00:00,
2012-08-14,Colonia object (1),0.00,12.00,21.00,0,2020-07-19 19:58:47+00:00,
2012-08-15,Colonia object (1),0.00,12.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-08-16,Colonia object (1),0.00,11.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-08-17,Colonia object (1),0.70,12.00,21.50,0,2020-07-19 19:58:47+00:00,
2012-08-18,Colonia object (1),2.00,14.00,21.00,0,2020-07-19 19:58:47+00:00,
2012-08-19,Colonia object (1),4.00,14.00,23.00,0,2020-07-19 19:58:47+00:00,
2012-08-20,Colonia object (1),10.10,13.50,23.50,0,2020-07-19 19:58:47+00:00,
2012-08-21,Colonia object (1),1.00,13.00,22.00,0,2020-07-19 19:58:47+00:00,
2012-08-22,Colonia object (1),0.00,12.50,22.00,0,2020-07-19 19:58:47+00:00,
2012-08-23,Colonia object (1),7.40,12.50,22.00,1,2020-07-19 19:58:47+00:00,
2012-08-24,Colonia object (1),0.00,14.00,23.00,0,2020-07-19 19:58:47+00:00,
2012-08-25,Colonia object (1),0.30,14.00,24.50,0,2020-07-19 19:58:47+00:00,
2012-08-26,Colonia object (1),0.70,13.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-08-27,Colonia object (1),23.90,14.00,24.00,0,2020-07-19 19:58:47+00:00,
2012-08-28,Colonia object (1),0.00,15.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-08-29,Colonia object (1),0.00,13.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-08-30,Colonia object (1),0.00,12.50,27.00,0,2020-07-19 19:58:47+00:00,
2012-08-31,Colonia object (1),0.00,13.50,28.00,0,2020-07-19 19:58:47+00:00,
2012-09-01,Colonia object (1),0.00,14.00,22.00,0,2020-07-19 19:58:47+00:00,
2012-09-02,Colonia object (1),0.00,13.00,28.00,0,2020-07-19 19:58:47+00:00,
2012-09-03,Colonia object (1),0.00,13.00,28.50,0,2020-07-19 19:58:47+00:00,
2012-09-04,Colonia object (1),14.50,12.00,28.00,0,2020-07-19 19:58:47+00:00,
2012-09-05,Colonia object (1),0.00,11.50,28.00,0,2020-07-19 19:58:47+00:00,
2012-09-06,Colonia object (1),0.00,11.00,28.00,0,2020-07-19 19:58:47+00:00,
2012-09-07,Colonia object (1),0.00,12.50,28.00,0,2020-07-19 19:58:47+00:00,
2012-09-08,Colonia object (1),4.80,12.00,27.50,0,2020-07-19 19:58:47+00:00,
2012-09-09,Colonia object (1),1.10,12.00,24.00,0,2020-07-19 19:58:47+00:00,
2012-09-10,Colonia object (1),0.00,13.00,24.50,0,2020-07-19 19:58:47+00:00,
2012-09-11,Colonia object (1),0.00,12.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-09-12,Colonia object (1),11.70,14.00,23.00,1,2020-07-19 19:58:47+00:00,
2012-09-13,Colonia object (1),0.00,13.50,24.50,0,2020-07-19 19:58:47+00:00,
2012-09-14,Colonia object (1),10.20,13.00,26.50,0,2020-07-19 19:58:47+00:00,
2012-09-15,Colonia object (1),19.50,12.50,24.50,1,2020-07-19 19:58:47+00:00,
2012-09-16,Colonia object (1),12.50,12.50,26.00,1,2020-07-19 19:58:47+00:00,
2012-09-17,Colonia object (1),11.50,14.00,25.00,0,2020-07-19 19:58:47+00:00,
2012-09-18,Colonia object (1),0.00,14.50,25.00,0,2020-07-19 19:58:47+00:00,
2012-09-19,Colonia object (1),0.00,10.50,23.00,0,2020-07-19 19:58:47+00:00,
2012-09-20,Colonia object (1),0.00,10.50,24.00,0,2020-07-19 19:58:47+00:00,
2012-09-21,Colonia object (1),0.00,10.50,25.00,0,2020-07-19 19:58:47+00:00,
2012-09-22,Colonia object (1),1.80,11.00,25.50,0,2020-07-19 19:58:47+00:00,
2012-09-23,Colonia object (1),0.00,13.00,24.00,0,2020-07-19 19:58:47+00:00,
2012-09-24,Colonia object (1),0.00,14.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-09-25,Colonia object (1),0.00,14.00,25.00,0,2020-07-19 19:58:47+00:00,
2012-09-26,Colonia object (1),4.00,14.50,26.00,0,2020-07-19 19:58:47+00:00,
2012-09-27,Colonia object (1),41.00,13.00,25.00,1,2020-07-19 19:58:47+00:00,
2012-09-28,Colonia object (1),0.40,15.00,26.50,0,2020-07-19 19:58:47+00:00,
2012-09-29,Colonia object (1),10.40,14.00,27.00,1,2020-07-19 19:58:47+00:00,
2012-09-30,Colonia object (1),1.10,14.50,24.00,0,2020-07-19 19:58:47+00:00,
2012-10-01,Colonia object (1),0.00,12.00,24.00,0,2020-07-19 19:58:47+00:00,
2012-10-02,Colonia object (1),0.00,12.00,22.50,0,2020-07-19 19:58:47+00:00,
2012-10-03,Colonia object (1),0.00,8.00,25.50,0,2020-07-19 19:58:47+00:00,
2012-10-04,Colonia object (1),0.00,5.50,26.50,0,2020-07-19 19:58:47+00:00,
2012-10-05,Colonia object (1),0.00,6.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-10-06,Colonia object (1),0.00,7.00,26.50,0,2020-07-19 19:58:47+00:00,
2012-10-07,Colonia object (1),0.00,8.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-10-08,Colonia object (1),0.00,8.50,25.50,0,2020-07-19 19:58:47+00:00,
2012-10-09,Colonia object (1),2.30,13.00,26.00,0,2020-07-19 19:58:47+00:00,
2012-10-10,Colonia object (1),0.00,13.00,23.50,0,2020-07-19 19:58:47+00:00,
2012-10-11,Colonia object (1),0.00,12.00,27.00,0,2020-07-19 19:58:47+00:00,
2012-10-12,Colonia object (1),0.00,12.50,24.50,0,2020-07-19 19:58:47+00:00,
2012-10-13,Colonia object (1),0.00,11.50,26.50,0,2020-07-19 19:58:47+00:00,
2012-10-14,Colonia object (1),0.00,10.00,28.50,0,2020-07-19 19:58:47+00:00,
2012-10-15,Colonia object (1),0.00,8.50,27.00,0,2020-07-19 19:58:47+00:00,
2012-10-16,Colonia object (1),0.00,8.50,28.00,0,2020-07-19 19:58:47+00:00,
2012-10-17,Colonia object (1),0.00,9.00,27.50,0,2020-07-19 19:58:47+00:00,
2012-10-18,Colonia object (1),0.00,11.00,29.00,0,2020-07-19 19:58:47+00:00,
2012-10-19,Colonia object (1),0.00,10.50,28.00,0,2020-07-19 19:58:47+00:00,
2012-10-20,Colonia object (1),0.00,11.50,26.50,0,2020-07-19 19:58:47+00:00,
2012-10-21,Colonia object (1),0.00,8.50,28.50,0,2020-07-19 19:58:47+00:00,
